Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Pauli-X error ,ECR error ,Gate time (ns)
0,164.32898997313293,39.98350326210206,5.18690189407305,-0.3009867380742545,0.123,0.12119999999999997,0.1248,2000,0.0005013149664064816,0.0005013149664064816,0.0005013149664064816,0_26:0.011870447121678146,0_26:660
1,90.47732100174042,55.58734582486937,5.395551185981931,-0.29909682615100486,0.02410000000000001,0.0118,0.03639999999999999,2000,0.00045135224315894813,0.00045135224315894813,0.00045135224315894813,1_2:0.01769234780065332; 1_0:0.01628690471652003,1_2:660; 1_0:660
2,43.96877267916928,26.2182615242882,5.215362130488407,-0.2999679131670795,0.018399999999999972,0.02100000000000002,0.0158,2000,0.0005196388696618601,0.0005196388696618601,0.0005196388696618601,2_3:0.020897380108649888,2_3:660
3,59.81577101219272,93.31257413478303,5.116574870080607,-0.302296455534244,0.30800000000000005,0.37060000000000004,0.2454,2000,0.00029682303208175814,0.00029682303208175814,0.00029682303208175814,undefined,undefined
4,73.86542810127023,39.36069266402876,5.493182031050921,-0.29687545072041377,0.01870000000000005,0.009600000000000053,0.0278,2000,0.0006637993127382002,0.0006637993127382002,0.0006637993127382002,4_27:0.016152894454655953; 4_5:0.01860249413174131; 4_3:0.018849369908638364,4_27:660; 4_5:660; 4_3:660
5,76.9247109087133,53.54225231950875,5.307128216858986,-0.3004658791080434,0.009200000000000097,0.0098,0.008600000000000052,2000,0.0004952622207071512,0.0004952622207071512,0.0004952622207071512,5_6:0.019944751677561934,5_6:660
6,120.67869998998846,63.707407141188106,5.137418723953843,-0.3026925282785081,0.011499999999999955,0.010399999999999965,0.0126,2000,0.0002874358371622902,0.0002874358371622902,0.0002874358371622902,6_7:0.022898947479351284,6_7:660
7,79.6945426213261,23.365641493429642,5.2899960459039885,-0.2996834954243215,0.035800000000000054,0.036800000000000055,0.0348,2000,0.000781404797134358,0.000781404797134358,0.000781404797134358,undefined,undefined
8,94.18285587862658,48.19154841234199,5.220652937078885,-0.29950846111991153,0.12539999999999996,0.1326,0.11819999999999997,2000,0.00040803993534723815,0.00040803993534723815,0.00040803993534723815,8_28:0.015367208833908685; 8_9:0.013271872997345696; 8_7:0.021914310522404834,8_28:660; 8_9:660; 8_7:660
9,104.67775927353554,44.70486655002182,5.060929365846293,-0.3021698527968699,0.24160000000000004,0.2542,0.22899999999999998,2000,0.00045368528369853467,0.00045368528369853467,0.00045368528369853467,9_10:0.011120160705816895,9_10:660
10,127.26136639245779,129.34857934603886,5.095427515913209,-0.30292150745250856,0.03259999999999996,0.031000000000000028,0.0342,2000,0.0003204728499269849,0.0003204728499269849,0.0003204728499269849,10_11:0.011136359654527445,10_11:660
11,158.0268657849452,59.0387873135173,5.032388145404724,-0.3032520331770865,0.03699999999999992,0.04259999999999997,0.0314,2000,0.00033976357527652914,0.00033976357527652914,0.00033976357527652914,undefined,undefined
12,95.65708480218697,62.63571331428701,5.205064809191051,-0.3022065120658514,0.015100000000000002,0.014000000000000012,0.0162,2000,0.000505126750287816,0.000505126750287816,0.000505126750287816,12_29:0.029984726830658948; 12_11:0.01727103074039285,12_29:356; 12_11:660
