Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Pauli-X error ,ECR error ,Gate time (ns)
126,37.91247983824624,44.123871742362184,5.52679850056956,-0.2914828280668679,0.08989999999999998,0.0348,0.14500000000000002,2000,0.0008339186554996846,0.0008339186554996846,0.0008339186554996846,126_125:0.029470217276975713; 126_127:0.02051334704220678,126_125:1404; 126_127:660
127,106.46871853973772,78.0514814731571,5.309073719856753,-0.2992376749634447,0.03480000000000005,0.0348,0.03480000000000005,2000,0.00037105710092042127,0.00037105710092042127,0.00037105710092042127,undefined,undefined
128,undefined,undefined,0,0,1,undefined,undefined,2000,1,1,1,128_137:1,128_137:135
129,112.61952511525608,90.7439782589596,5.18342901755157,-0.3014654831424457,0.013800000000000034,0.007600000000000051,0.02,2000,0.000603700432886218,0.000603700432886218,0.000603700432886218,129_107:0.019562895534858182; 129_141:0.02097835525164346,129_107:660; 129_141:660
130,61.835593900409364,121.43736437413764,5.189900470972067,-0.300630971705487,0.006599999999999939,0.008,0.005199999999999982,2000,0.0003840480652308007,0.0003840480652308007,0.0003840480652308007,130_145:0.011957045974285818,130_145:660
131,35.90704388470755,118.61435008386128,5.099827432703867,-0.3021947514261434,0.031100000000000017,0.0248,0.03739999999999999,2000,0.00047336103784607057,0.00047336103784607057,0.00047336103784607057,131_115:0.013453296057547026; 131_149:0.01349240931375209,131_115:660; 131_149:660
132,60.17171474960742,72.8440962538629,5.149511106735727,-0.301250366277811,0.02100000000000002,0.021,0.02100000000000002,2000,0.0004776030491852173,0.0004776030491852173,0.0004776030491852173,132_119:0.01684936968109446; 132_153:0.02806138598957794,132_119:660; 132_153:660
133,76.21917567746475,20.60500317061596,5.2006511846787635,-0.30060774836772874,0.014900000000000024,0.0188,0.01100000000000001,2000,0.0004121775573621755,0.0004121775573621755,0.0004121775573621755,133_123:0.061962413745099004; 133_157:0.01697753079169298,133_123:660; 133_157:660
134,79.50614400236185,133.39435508765862,5.108487301337008,-0.30177548943812543,0.013800000000000034,0.016199999999999992,0.0114,2000,0.00037255757238158807,0.00037255757238158807,0.00037255757238158807,134_161:0.01019812896215433; 134_127:0.013610277447263341,134_161:660; 134_127:764
135,undefined,undefined,0,0,1,undefined,undefined,2000,1,1,1,135_162:1; 135_136:1,135_162:135; 135_136:135
