Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Pauli-X error ,CNOT error ,Gate time (ns)
83,114.5895972,147.7096834,5.05231358,-0.30814819,0.0249,0.0254,0.0244,864,0.000653274,0.000653274,0.000653274,83_84:0.03635724353915959; 83_92:0.012393289027083754; 83_82:0.02957485147078806,83_84:490.66666666666663; 83_92:440.88888888888886; 83_82:469.3333333333333
100,87.51576093,53.06317477,5.028251959,-0.307649727,0.0236,0.0348,0.0124,864,0.000269751,0.000269751,0.000269751,100_110:0.018294086703319973; 100_101:0.0058998459577347395; 100_99:0.0340974200697082,100_110:832; 100_101:419.55555555555554; 100_99:768
43,86.13277427,137.590437,5.033297782,-0.308121634,0.0219,0.007,0.0368,864,0.000220629,0.000220629,0.000220629,43_34:0.01101267034293213; 43_44:0.007710111856458257; 43_42:0.010019891210144516,43_34:519.1111111111111; 43_44:440.88888888888886; 43_42:547.5555555555555
79,88.71723814,16.41742969,5.017440563,-0.308015145,0.0188,0.0202,0.0174,864,0.000536021,0.000536021,0.000536021,79_78:0.013125944829922603; 79_80:0.010542970466225238; 79_91:1,79_78:675.5555555555555; 79_80:348.4444444444444; 79_91:440.88888888888886
66,105.3835063,75.49897153,5.234264719,-0.294584038,0.0184,0.0254,0.0114,864,0.00223632,0.00223632,0.00223632,66_65:0.0109979098758477; 66_67:0.041778305775975494; 66_73:0.042436317228526754,66_65:718.2222222222222; 66_67:888.8888888888888; 66_73:504.88888888888886
59,92.74959378,68.6681002,5.019146071,-0.307940259,0.0172,0.021,0.0134,864,0.000251914,0.000251914,0.000251914,59_60:0.01028911131720986; 59_58:0.008920575023898591,59_60:440.88888888888886; 59_58:490.66666666666663
121,100.5004483,59.89514559,4.99623001,-0.308273481,0.0172,0.0252,0.0092,864,0.000282736,0.000282736,0.000282736,121_120:0.008584618214013962; 121_122:0.016573828715662597,121_120:440.88888888888886; 121_122:846.2222222222222
54,95.09737171,103.1599672,5.023971876,-0.303351271,0.017,0.0234,0.0106,864,0.000355137,0.000355137,0.000355137,54_45:0.029677490946804413; 54_64:0.009755314187054609,54_45:547.5555555555555; 54_64:376.88888888888886
110,95.96900945,44.65768714,5.291604362,-0.30294646,0.0165,0.0196,0.0134,864,0.000353791,0.000353791,0.000353791,110_100:0.018294086703319973; 110_118:0.009984683782675391,110_100:796.4444444444443; 110_118:405.3333333333333
103,77.85825709,111.2722154,5.226724209,-0.30410695,0.0164,0.0314,0.0014,864,0.002610939,0.002610939,0.002610939,103_104:0.018869835255989814; 103_102:0.014336177914621578,103_104:476.4444444444444; 103_102:355.55555555555554
72,73.98838996,21.50162639,5.14479972,-0.305898545,0.0157,0.0242,0.0072,864,0.000424703,0.000424703,0.000424703,72_81:0.01076397409193064; 72_62:0.01458895251214773,72_81:369.77777777777777; 72_62:341.3333333333333
94,94.02735459,43.55026889,5.176124856,-0.305233385,0.0157,0.017,0.0144,864,0.000362803,0.000362803,0.000362803,94_90:0.01699539815119472; 94_95:0.010016218183437703,94_90:405.3333333333333; 94_95:398.2222222222222
7,77.29918146,69.10582203,5.015062453,-0.308241018,0.0154,0.01,0.0208,864,0.000353793,0.000353793,0.000353793,7_8:0.00934418414155061; 7_6:0.00877234948972977,7_8:533.3333333333333; 7_6:419.55555555555554
60,99.86482394,54.88860905,5.141143953,-0.306049955,0.0139,0.0122,0.0156,864,0.000340299,0.000340299,0.000340299,60_61:0.01718038517088119; 60_59:0.01028911131720986; 60_53:0.015414039851318118,60_61:426.66666666666663; 60_59:405.3333333333333; 60_53:419.55555555555554
57,102.3251878,43.23195798,5.093311166,-0.306208182,0.0126,0.0178,0.0074,864,0.000243493,0.000243493,0.000243493,57_56:0.009832749383343081; 57_58:0.007956514278268934,57_56:384; 57_58:398.2222222222222
101,92.81472548,137.0054966,5.095222125,-0.307147892,0.0119,0.0164,0.0074,864,0.00018763,0.00018763,0.00018763,101_102:0.006086785719951721; 101_100:0.0058998459577347395,101_102:362.66666666666663; 101_100:384
87,59.77394063,60.44992249,5.195178696,-0.305162273,0.0118,0.0148,0.0088,864,0.000370115,0.000370115,0.000370115,87_93:0.008656991062568647; 87_86:0.016588336677351517; 87_88:0.008656922383398186,87_93:476.4444444444444; 87_86:625.7777777777777; 87_88:426.66666666666663
105,113.6711942,115.0965615,4.985064037,-0.308634106,0.0118,0.0158,0.0078,864,0.000220328,0.000220328,0.000220328,105_106:0.02054472823688283; 105_104:0.020964908482513617,105_106:483.55555555555554; 105_104:689.7777777777777
14,93.4438721,82.40395712,4.995382554,-0.308855959,0.0112,0.0116,0.0108,864,0.000215854,0.000215854,0.000215854,14_0:0.007773729878601726; 14_18:0.009485055266148568,14_0:483.55555555555554; 14_18:355.55555555555554
20,123.9107444,203.1400495,4.901732818,-0.309651264,0.0111,0.011,0.0112,864,0.00021246,0.00021246,0.00021246,20_33:0.007759761890641065; 20_19:0.005070441118446983; 20_21:0.012236705507846696,20_33:398.2222222222222; 20_19:384; 20_21:810.6666666666666
39,125.7679722,21.17856131,5.017988446,-0.308382406,0.0108,0.013,0.0086,864,0.000611731,0.000611731,0.000611731,39_33:0.021102172160034988; 39_40:0.021590014474400704; 39_38:0.010954035389059369,39_33:412.4444444444444; 39_40:647.1111111111111; 39_38:519.1111111111111
115,100.9842085,72.5511427,5.119969604,-0.306530272,0.0103,0.0122,0.0084,864,0.000265248,0.000265248,0.000265248,115_116:0.020414803595321274; 115_114:0.02563515347867179,115_116:533.3333333333333; 115_114:696.8888888888888
15,97.02783159,73.31834045,5.118056761,-0.307376296,0.0099,0.0102,0.0096,864,0.001430443,0.001430443,0.001430443,15_22:0.019509631294440555; 15_4:0.01769631581755282,15_22:753.7777777777777; 15_4:654.2222222222222
106,69.14736781,39.05966024,5.040269598,-0.308137114,0.0098,0.0144,0.0052,864,0.000698283,0.000698283,0.000698283,106_105:0.02054472823688283; 106_93:0.018120051974090418; 106_107:0.01527743629908862,106_105:448; 106_93:476.4444444444444; 106_107:369.77777777777777
93,104.6206651,127.9095919,5.139836113,-0.305746794,0.0095,0.0096,0.0094,864,0.000222634,0.000222634,0.000222634,93_106:0.018120051974090418; 93_87:0.008656991062568647,93_106:440.88888888888886; 93_87:440.88888888888886
97,96.04592461,111.5646886,5.051610642,-0.307543952,0.0088,0.0104,0.0072,864,0.000219055,0.000219055,0.000219055,97_96:0.010950636640136013; 97_98:0.01864978443078555,97_96:398.2222222222222; 97_98:917.3333333333333
19,121.8401348,115.4817983,5.103560584,-0.307677264,0.0087,0.007,0.0104,864,0.000263764,0.000263764,0.000263764,19_18:0.00736689742197727; 19_20:0.005070441118446983,19_18:369.77777777777777; 19_20:348.4444444444444
75,113.7530197,157.9652011,5.008018504,-0.307812012,0.0087,0.012,0.0054,864,0.000223662,0.000223662,0.000223662,75_90:0.011797653200637082; 75_76:0.012248744369328796,75_90:448; 75_76:867.5555555555555
90,108.9728243,68.08093043,5.256409472,-0.303295323,0.0085,0.0136,0.0034,864,0.000473603,0.000473603,0.000473603,90_94:0.01699539815119472; 90_75:0.011797653200637082,90_94:369.77777777777777; 90_75:412.4444444444444
55,79.69578818,69.6960687,5.197496511,-0.305559564,0.0084,0.0064,0.0104,864,0.000656134,0.000656134,0.000656134,55_68:0.022317979951482603; 55_49:0.018496272013207304,55_68:469.3333333333333; 55_49:483.55555555555554
62,129.0215509,119.134657,4.961121552,-0.309306133,0.0084,0.0116,0.0052,864,0.000241245,0.000241245,0.000241245,62_61:0.007069935941539374; 62_63:0.020262077239875775; 62_72:0.01458895251214773,62_61:561.7777777777777; 62_63:512; 62_72:376.88888888888886
107,86.12715775,131.5982645,5.121618121,-0.305247961,0.0081,0.0084,0.0078,864,0.000211944,0.000211944,0.000211944,107_108:0.014150754430926615; 107_106:0.01527743629908862,107_108:554.6666666666666; 107_106:334.22222222222223
8,114.195692,126.8373922,5.111196313,-0.307303696,0.0076,0.0094,0.0058,864,0.000271844,0.000271844,0.000271844,8_16:0.03149764128133825; 8_7:0.00934418414155061,8_16:391.1111111111111; 8_7:568.8888888888889
42,161.6565336,184.4391458,4.925460085,-0.309383333,0.0075,0.0084,0.0066,864,0.000155301,0.000155301,0.000155301,42_41:0.010681859112507852; 42_43:0.010019891210144516,42_41:618.6666666666666; 42_43:512
81,115.077076,143.4547212,4.944632238,-0.309603756,0.0075,0.0102,0.0048,864,0.000191453,0.000191453,0.000191453,81_80:0.008172071690634136; 81_82:0.0115609042190023; 81_72:0.01076397409193064,81_80:576; 81_82:533.3333333333333; 81_72:405.3333333333333
38,69.84912382,103.292484,5.10590377,-0.307534499,0.0073,0.0094,0.0052,864,0.000339407,0.000339407,0.000339407,38_39:0.010954035389059369; 38_37:0.011224609268137481,38_39:483.55555555555554; 38_37:426.66666666666663
25,122.2857762,85.35985984,4.869933827,-0.310890736,0.0072,0.0078,0.0066,864,0.000250161,0.000250161,0.000250161,25_26:0.013440385781307823; 25_24:0.02790505252454059,25_26:462.2222222222222; 25_24:419.55555555555554
63,59.21008697,130.3158971,5.044558855,-0.307982167,0.0071,0.0094,0.0048,864,0.000681463,0.000681463,0.000681463,63_62:0.020262077239875775; 63_64:0.009925669274030435,63_62:547.5555555555555; 63_64:440.88888888888886
86,129.8810665,216.6785981,4.930892438,-0.309019403,0.0071,0.0122,0.002,864,0.000224574,0.000224574,0.000224574,86_85:0.06357902246692629; 86_87:0.016588336677351517,86_85:469.3333333333333; 86_87:661.3333333333333
69,119.6015275,181.6091433,4.943782231,-0.308276663,0.007,0.009,0.005,864,0.000202218,0.000202218,0.000202218,69_68:0.007393597350814768; 69_70:0.009081481693204468,69_68:476.4444444444444; 69_70:369.77777777777777
47,142.0412006,25.33391497,5.001233629,-0.308848751,0.0066,0.0112,0.002,864,0.000247462,0.000247462,0.000247462,47_35:0.007307523512597558; 47_46:0.019337553790710227; 47_48:0.006025588976091539,47_35:412.4444444444444; 47_46:945.7777777777777; 47_48:341.3333333333333
68,112.4514086,82.09224983,5.135553055,-0.304481023,0.0064,0.0078,0.005,864,0.000266529,0.000266529,0.000266529,68_69:0.007393597350814768; 68_55:0.022317979951482603; 68_67:0.009190295580895042,68_69:440.88888888888886; 68_55:433.77777777777777; 68_67:376.88888888888886
92,105.2573514,124.0882115,5.123655429,-0.306256506,0.0058,0.0092,0.0024,864,0.000200066,0.000200066,0.000200066,92_83:0.012393289027083754; 92_102:0.009720407164034911,92_83:405.3333333333333; 92_102:540.4444444444445
126,95.72875425,97.74139739,5.164944566,-0.304952112,0.0057,0.0094,0.002,864,0.000259052,0.000259052,0.000259052,126_112:0.01673681095383972; 126_125:0.008829991133815857,126_112:412.4444444444444; 126_125:469.3333333333333
70,112.1758067,78.21814766,5.154620644,-0.305064976,0.0054,0.0078,0.003,864,0.000213981,0.000213981,0.000213981,70_69:0.009081481693204468; 70_74:0.02477753821990325,70_69:334.22222222222223; 70_74:817.7777777777777
34,63.33377597,103.7853338,4.936778025,-0.309231958,0.0053,0.0076,0.003,864,0.000448765,0.000448765,0.000448765,34_43:0.01101267034293213; 34_24:0.044913412088813165,34_43:483.55555555555554; 34_24:917.3333333333333
23,107.768001,121.397035,5.033395152,-0.308507436,0.0053,0.0082,0.0024,864,0.000290826,0.000290826,0.000290826,23_22:0.010806970613960937; 23_24:0.023270998292487022,23_22:547.5555555555555; 23_24:846.2222222222222
56,67.52091381,93.22919238,5.188051688,-0.305643874,0.0052,0.0078,0.0026,864,0.000419359,0.000419359,0.000419359,56_52:0.032521790359302055; 56_57:0.009832749383343081,56_52:526.2222222222222; 56_57:419.55555555555554
1,140.6736272,116.2758728,4.980881862,-0.309021028,0.005,0.0062,0.0038,864,0.000165392,0.000165392,0.000165392,1_2:0.010474196553632381; 1_0:0.011810922947892794,1_2:298.66666666666663; 1_0:817.7777777777777
116,64.46248666,123.5232051,5.016911981,-0.30771265,0.005,0.0058,0.0042,864,0.000193912,0.000193912,0.000193912,116_115:0.020414803595321274; 116_117:0.01151778680372298,116_115:568.8888888888889; 116_117:348.4444444444444
31,106.0389349,69.67039098,5.129471002,-0.306557925,0.0048,0.0074,0.0022,864,0.000270549,0.000270549,0.000270549,31_30:0.007712703007548755; 31_32:0.007541830810935679,31_30:433.77777777777777; 31_32:362.66666666666663
30,176.4272663,20.32687967,5.083420418,-0.307076002,0.0045,0.008,0.001,864,0.000362005,0.000362005,0.000362005,30_31:0.007712703007548755; 30_29:0.06047051418850935; 30_17:0.012325735969850399,30_31:469.3333333333333; 30_29:604.4444444444445; 30_17:419.55555555555554
0,101.6615571,11.74275952,5.087881115,-0.307826345,0.0043,0.0048,0.0038,864,0.000239616,0.000239616,0.000239616,0_14:0.007773729878601726; 0_1:0.011810922947892794,0_14:519.1111111111111; 0_1:853.3333333333333
123,89.16973462,5.427604502,5.108562997,-0.306259127,0.0043,0.0076,0.001,864,0.001196577,0.001196577,0.001196577,123_124:0.07918430676820037; 123_122:0.06376328647632165,123_124:533.3333333333333; 123_122:597.3333333333333
111,100.9829689,127.4987076,5.191263703,-0.305599811,0.0042,0.006,0.0024,864,0.000236537,0.000236537,0.000236537,111_122:0.009953644762274949; 111_104:0.00775941526430568,111_122:426.66666666666663; 111_104:448
44,120.6367763,144.9301447,5.116090064,-0.30752946,0.0041,0.0074,0.0008,864,0.000209204,0.000209204,0.000209204,44_45:0.015003834786003756; 44_43:0.007710111856458257,44_45:1073.7777777777778; 44_43:405.3333333333333
76,95.62613833,130.5523574,4.903721901,-0.310168915,0.0041,0.0078,0.0004,864,0.000555353,0.000555353,0.000555353,76_77:0.016548552742578354; 76_75:0.012248744369328796,76_77:405.3333333333333; 76_75:832
49,109.0729628,149.2282778,5.11639545,-0.307006991,0.004,0.0066,0.0014,864,0.000185621,0.000185621,0.000185621,49_50:0.009270174160953937; 49_48:0.011608197322089564; 49_55:0.018496272013207304,49_50:497.77777777777777; 49_48:974.2222222222222; 49_55:448
21,99.23980328,128.4999607,5.03967617,-0.307388683,0.0039,0.0066,0.0012,864,0.000230323,0.000230323,0.000230323,21_22:0.010779902423025761; 21_20:0.012236705507846696,21_22:590.2222222222222; 21_20:846.2222222222222
26,80.85173954,181.4082944,4.999034012,-0.308856788,0.0039,0.0062,0.0016,864,0.000157812,0.000157812,0.000157812,26_25:0.013440385781307823; 26_27:0.007598439561808723; 26_16:0.008284869828955987,26_25:426.66666666666663; 26_27:384; 26_16:312.88888888888886
32,69.09764545,27.32717419,5.204094327,-0.304130957,0.0039,0.0058,0.002,864,0.000368276,0.000368276,0.000368276,32_36:0.00770741626584015; 32_31:0.007541830810935679,32_36:320; 32_31:327.1111111111111
35,98.64594182,32.90937176,5.074200333,-0.307209458,0.0038,0.0046,0.003,864,0.000335085,0.000335085,0.000335085,35_28:0.015689297762455423; 35_47:0.007307523512597558,35_28:1088; 35_47:376.88888888888886
89,84.47625758,41.28414941,4.957811432,-0.308628822,0.0038,0.0058,0.0018,864,0.000156881,0.000156881,0.000156881,89_88:0.008935210635941132; 89_74:0.012092715530395398,89_88:568.8888888888889; 89_74:384
16,113.7127903,233.5850552,4.917860754,-0.309100927,0.0037,0.005,0.0024,864,0.000162397,0.000162397,0.000162397,16_8:0.03149764128133825; 16_26:0.008284869828955987,16_8:426.66666666666663; 16_26:348.4444444444444
36,127.6629177,153.0292923,5.102073208,-0.305933001,0.0037,0.0058,0.0016,864,0.000237911,0.000237911,0.000237911,36_32:0.00770741626584015; 36_51:0.008436502947873598,36_32:355.55555555555554; 36_51:433.77777777777777
125,93.72433561,91.72471887,5.037232493,-0.307252261,0.0037,0.0064,0.001,864,0.000236988,0.000236988,0.000236988,125_124:0.012580571530023343; 125_126:0.008829991133815857,125_124:753.7777777777777; 125_126:504.88888888888886
102,136.9762036,132.9375645,4.984550297,-0.308647087,0.0035,0.0052,0.0018,864,0.000198592,0.000198592,0.000198592,102_101:0.006086785719951721; 102_92:0.009720407164034911; 102_103:0.014336177914621578,102_101:398.2222222222222; 102_92:576; 102_103:391.1111111111111
